idCampagna;impianto_id;tipo_originale;tipo_modello;zona_istat;lat;lon;formato;giorni;ots_giornalieri;ots_totali;reach_univoco;ic_low_95;ic_high_95;frequency_media;grp;copertura_pct;pct_18_34;pct_35_54;pct_55plus;avvisi
4;77817;N/D;billboard;015213;45,62;9,08;100X140;14;484;6.781;2.454;2.096;2.766;2,76;164,50;59,54;29,00;38,30;32,60;target=18_34
4;77818;N/D;billboard;015213;45,61;9,10;100X140;14;484;6.781;2.454;2.096;2.766;2,76;164,50;59,54;29,00;38,30;32,60;target=18_34
4;77819;N/D;billboard;015213;45,62;9,08;100X140;14;484;6.781;2.454;2.096;2.766;2,76;164,50;59,54;29,00;38,30;32,60;target=18_34
5;78334;N/D;billboard;038008;44,85;11,65;6X3;14;4.676;65.471;23.574;20.158;26.552;2,78;166,70;60,02;29,00;38,30;32,60;target=18_34
5;78335;N/D;billboard;038008;44,82;11,63;6X3;14;4.676;65.471;23.574;20.158;26.552;2,78;166,70;60,02;29,00;38,30;32,60;target=18_34
5;78336;N/D;billboard;038008;44,87;11,61;6X3;14;4.676;65.471;23.574;20.158;26.552;2,78;166,70;60,02;29,00;38,30;32,60;target=18_34
5;78337;N/D;billboard;038008;44,82;11,61;6X3;14;4.676;65.471;23.574;20.158;26.552;2,78;166,70;60,02;29,00;38,30;32,60;target=18_34
5;78338;N/D;billboard;038008;44,87;11,61;6X3;14;4.676;65.471;23.574;20.158;26.552;2,78;166,70;60,02;29,00;38,30;32,60;target=18_34
5;78339;N/D;billboard;038008;44,84;11,59;12X3;14;4.676;65.471;23.574;20.158;26.552;2,78;166,70;60,02;29,00;38,30;32,60;target=18_34
5;78340;N/D;billboard;038008;44,81;11,59;12X3;14;4.676;65.471;23.574;20.158;26.552;2,78;166,70;60,02;29,00;38,30;32,60;target=18_34
5;78341;N/D;billboard;038008;44,87;11,61;6X3;14;4.676;65.471;23.574;20.158;26.552;2,78;166,70;60,02;29,00;38,30;32,60;target=18_34
5;78342;N/D;billboard;038008;44,85;11,58;12X3;14;4.676;65.471;23.574;20.158;26.552;2,78;166,70;60,02;29,00;38,30;32,60;target=18_34
5;78343;N/D;billboard;038008;44,83;11,61;6X3;14;4.676;65.471;23.574;20.158;26.552;2,78;166,70;60,02;29,00;38,30;32,60;target=18_34
5;78344;N/D;billboard;038008;44,83;11,61;6X3;14;4.676;65.471;23.574;20.158;26.552;2,78;166,70;60,02;29,00;38,30;32,60;target=18_34
5;78345;N/D;billboard;038008;44,82;11,59;6X3;14;4.676;65.471;23.574;20.158;26.552;2,78;166,70;60,02;29,00;38,30;32,60;target=18_34
5;78346;N/D;billboard;038008;44,83;11,60;12X3;14;4.676;65.471;23.574;20.158;26.552;2,78;166,70;60,02;29,00;38,30;32,60;target=18_34
5;78347;N/D;billboard;038008;44,83;11,60;6X3;14;4.676;65.471;23.574;20.158;26.552;2,78;166,70;60,02;29,00;38,30;32,60;target=18_34
5;78348;N/D;billboard;038008;44,82;11,63;6X3;14;4.676;65.471;23.574;20.158;26.552;2,78;166,70;60,02;29,00;38,30;32,60;target=18_34
5;78381;N/D;billboard;038008;44,81;11,59;6X3;14;4.676;65.471;23.574;20.158;26.552;2,78;166,70;60,02;29,00;38,30;32,60;target=18_34
5;78382;N/D;billboard;038008;44,81;11,59;6X3;14;4.676;65.471;23.574;20.158;26.552;2,78;166,70;60,02;29,00;38,30;32,60;target=18_34
5;78383;N/D;billboard;038008;44,85;11,59;6X3;14;4.676;65.471;23.574;20.158;26.552;2,78;166,70;60,02;29,00;38,30;32,60;target=18_34
5;78384;N/D;billboard;038008;44,84;11,65;6X3;14;4.676;65.471;23.574;20.158;26.552;2,78;166,70;60,02;29,00;38,30;32,60;target=18_34
